naiv
1	0.000005
2	0.000000
3	0.000001
4	0.000001
5	0.000001
6	0.000001
7	0.000001
8	0.000001
9	0.000001
10	0.000001
11	0.000002
12	0.000002
13	0.000002
14	0.000003
15	0.000003
16	0.000002
17	0.000003
18	0.000003
19	0.000003
20	0.000003
21	0.000004
22	0.000003
23	0.000003
24	0.000003
25	0.000003
26	0.000003
27	0.000004
28	0.000004
29	0.000004
30	0.000004
31	0.000004
32	0.000004
33	0.000005
34	0.000004
35	0.000005
36	0.000005
37	0.000005
38	0.000006
39	0.000005
40	0.000005
41	0.000005
42	0.000006
43	0.000006
44	0.000007
45	0.000006
46	0.000006
47	0.000007
48	0.000007
49	0.000007
50	0.000007
51	0.000007
52	0.000007
53	0.000007
54	0.000008
55	0.000008
56	0.000008
57	0.000008
58	0.000008
59	0.000008
60	0.000008
61	0.000009
62	0.000009
63	0.000008
64	0.000008
65	0.000009
66	0.000009
67	0.000009
68	0.000009
69	0.000010
70	0.000010
71	0.000010
72	0.000010
73	0.000010
74	0.000010
75	0.000010
76	0.000010
77	0.000011
78	0.000011
79	0.000011
80	0.000011
81	0.000011
82	0.000011
83	0.000012
84	0.000011
85	0.000011
86	0.000012
87	0.000012
88	0.000012
89	0.000012
90	0.000012
91	0.000013
92	0.000012
93	0.000012
94	0.000012
95	0.000012
96	0.000013
97	0.000013
98	0.000013
99	0.000013
100	0.000013
101	0.000013
102	0.000013
103	0.000014
104	0.000014
105	0.000015
106	0.000014
107	0.000014
108	0.000015
109	0.000015
110	0.000015
111	0.000015
112	0.000015
113	0.000015
114	0.000016
115	0.000016
116	0.000016
117	0.000016
118	0.000016
119	0.000016
120	0.000016
121	0.000016
122	0.000017
123	0.000017
124	0.000017
125	0.000017
126	0.000017
127	0.000017
128	0.000018
129	0.000017
130	0.000018
131	0.000018
132	0.000018
133	0.000018
134	0.000018
135	0.000018
136	0.000018
137	0.000019
138	0.000019
139	0.000018
140	0.000018
141	0.000019
142	0.000019
143	0.000019
144	0.000019
145	0.000020
146	0.000020
147	0.000019
148	0.000020
149	0.000020
150	0.000020
151	0.000021
152	0.000020
153	0.000020
154	0.000021
155	0.000021
156	0.000021
157	0.000021
158	0.000021
159	0.000021
160	0.000022
161	0.000022
162	0.000021
163	0.000021
164	0.000022
165	0.000022
166	0.000022
167	0.000022
168	0.000023
169	0.000022
170	0.000022
171	0.000022
172	0.000023
173	0.000023
174	0.000023
175	0.000023
176	0.000024
177	0.000024
178	0.000024
179	0.000024
180	0.000024
181	0.000024
182	0.000024
183	0.000025
184	0.000024
185	0.000024
186	0.000024
187	0.000024
188	0.000025
189	0.000025
190	0.000026
191	0.000025
192	0.000025
193	0.000025
194	0.000025
195	0.000026
196	0.000026
197	0.000032
198	0.000026
199	0.000026
200	0.000027
201	0.000027
202	0.000027
203	0.000027
204	0.000027
205	0.000027
206	0.000027
207	0.000028
208	0.000028
209	0.000028
210	0.000028
211	0.000028
212	0.000028
213	0.000028
214	0.000029
215	0.000029
216	0.000029
217	0.000029
218	0.000029
219	0.000029
220	0.000029
221	0.000029
222	0.000029
223	0.000030
224	0.000030
225	0.000030
226	0.000030
227	0.000030
228	0.000030
229	0.000030
230	0.000031
231	0.000031
232	0.000031
233	0.000031
234	0.000031
235	0.000031
236	0.000031
237	0.000032
238	0.000031
239	0.000031
240	0.000031
241	0.000032
242	0.000032
243	0.000032
244	0.000032
245	0.000032
246	0.000033
247	0.000033
248	0.000033
249	0.000033
250	0.000033
251	0.000033
252	0.000033
253	0.000034
254	0.000034
255	0.000034
256	0.000034
257	0.000034
258	0.000034
259	0.000034
260	0.000035
261	0.000035
262	0.000035
263	0.000035
264	0.000035
265	0.000035
266	0.000035
267	0.000035
268	0.000035
269	0.000035
270	0.000036
271	0.000036
272	0.000036
273	0.000036
274	0.000036
275	0.000036
276	0.000037
277	0.000037
278	0.000037
279	0.000037
280	0.000037
281	0.000037
282	0.000037
283	0.000037
284	0.000038
285	0.000038
286	0.000038
287	0.000038
288	0.000038
289	0.000038
290	0.000038
291	0.000038
292	0.000038
293	0.000039
294	0.000038
295	0.000039
296	0.000039
297	0.000039
298	0.000039
299	0.000040
300	0.000040
301	0.000040
302	0.000040
303	0.000040
304	0.000040
305	0.000040
306	0.000040
307	0.000041
308	0.000044
309	0.000041
310	0.000041
311	0.000041
312	0.000041
313	0.000041
314	0.000041
315	0.000041
316	0.000042
317	0.000042
318	0.000042
319	0.000042
320	0.000043
321	0.000042
322	0.000043
323	0.000042
324	0.000042
325	0.000044
326	0.000043
327	0.000043
328	0.000043
329	0.000044
330	0.000044
331	0.000044
332	0.000044
333	0.000044
334	0.000044
335	0.000044
336	0.000044
337	0.000044
338	0.000045
339	0.000045
340	0.000045
341	0.000045
342	0.000045
343	0.000045
344	0.000046
345	0.000046
346	0.000045
347	0.000045
348	0.000046
349	0.000046
350	0.000059
351	0.000064
352	0.000066
353	0.000065
354	0.000052
355	0.000054
356	0.000047
357	0.000047
358	0.000048
359	0.000048
360	0.000048
361	0.000048
362	0.000048
363	0.000048
364	0.000048
365	0.000049
366	0.000049
367	0.000049
368	0.000049
369	0.000049
370	0.000049
371	0.000049
372	0.000050
373	0.000049
374	0.000049
375	0.000049
376	0.000050
377	0.000050
378	0.000051
379	0.000050
380	0.000050
381	0.000051
382	0.000051
383	0.000051
384	0.000051
385	0.000051
386	0.000051
387	0.000051
388	0.000052
389	0.000057
390	0.000052
391	0.000052
392	0.000052
393	0.000052
394	0.000052
395	0.000053
396	0.000053
397	0.000053
398	0.000053
399	0.000053
400	0.000053
401	0.000053
402	0.000053
403	0.000053
404	0.000053
405	0.000054
406	0.000053
407	0.000053
408	0.000054
409	0.000054
410	0.000054
411	0.000055
412	0.000055
413	0.000055
414	0.000055
415	0.000055
416	0.000056
417	0.000055
418	0.000056
419	0.000056
420	0.000056
421	0.000056
422	0.000056
423	0.000057
424	0.000056
425	0.000057
426	0.000056
427	0.000056
428	0.000056
429	0.000057
430	0.000057
431	0.000057
432	0.000057
433	0.000058
434	0.000058
435	0.000058
436	0.000058
437	0.000058
438	0.000058
439	0.000058
440	0.000058
441	0.000059
442	0.000059
443	0.000059
444	0.000059
445	0.000059
446	0.000059
447	0.000059
448	0.000060
449	0.000059
450	0.000059
451	0.000059
452	0.000060
453	0.000060
454	0.000060
455	0.000060
456	0.000061
457	0.000065
458	0.000061
459	0.000061
460	0.000061
461	0.000061
462	0.000061
463	0.000062
464	0.000062
465	0.000061
466	0.000062
467	0.000062
468	0.000062
469	0.000062
470	0.000062
471	0.000062
472	0.000063
473	0.000063
474	0.000063
475	0.000063
476	0.000063
477	0.000063
478	0.000064
479	0.000063
480	0.000063
481	0.000064
482	0.000064
483	0.000063
484	0.000064
485	0.000064
486	0.000064
487	0.000065
488	0.000065
489	0.000065
490	0.000065
491	0.000065
492	0.000066
493	0.000065
494	0.000065
495	0.000065
496	0.000066
497	0.000066
498	0.000066
499	0.000066
